,rid,label,expected_entity_type,total_submitted,no_ocr,only_ocr,had_entity_id,overlaps_with_proper_typed_entities,only_wrong_typed_entities,CURRENCY,LIST,PERCENT,ADDRESS,NAME,DATE,NUMBER,TEXT,OTHER,operator_results_selection_input_text,operator_results_selection_input_ocr,operator_results_value,operator_results_selection_input_ocr_words,operator_results_selection_input_ocr_texts,found_entity_aws_comp,found_entity_word_id,found_entity_raw_text
11,07876240-24e5-4e86-ad41-475cd9d40a0c,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']","[{'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 244.19010126447708, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 505.4494424657019, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}]","['12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017']","['word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380']","['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']",,,
12,07876240-24e5-4e86-ad41-475cd9d40a0c,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']","[{'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 244.19010126447708, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 505.4494424657019, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}]","['12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017']","['word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380']","['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']",,,
13,07876240-24e5-4e86-ad41-475cd9d40a0c,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']","[{'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 244.19010126447708, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 505.4494424657019, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}]","['12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017']","['word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380']","['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']",,,
14,07876240-24e5-4e86-ad41-475cd9d40a0c,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']","[{'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 244.19010126447708, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 505.4494424657019, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}]","['12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017']","['word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380']","['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']",,,
15,07876240-24e5-4e86-ad41-475cd9d40a0c,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']","[{'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 244.19010126447708, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 505.4494424657019, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}, {'score': 58, 'id': 'word_4_1380', 'text': '12/0772017', 'distance': 140411.3670999926, 'pos': {'x0': 507.66666666666663, 'y1': 897, 'x1': 558, 'y0': 888.6666666666666}}]","['12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017', '12/07/2017']","['word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380', 'word_4_1380']","['12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017', '12/0772017']",,,
16,07de5c89-9334-45f5-98c6-4be6a6d171a0,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,09/27/2017,"{'score': 91, 'id': 'word_4_1120', 'text': '09/27/2017', 'distance': 376.3760050302667, 'pos': {'x0': 579, 'y1': 909.6666666666666, 'x1': 633.6666666666666, 'y0': 901.3333333333333}}",09/27/2017,['word_4_1120'],['09/27/2017'],,,
17,087c112f-26e2-497f-b6ea-237b26293faa,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,09/20/2017,"{'score': 68, 'id': 'word_4_1190', 'text': '09/20/2017', 'distance': 140392.99400344022, 'pos': {'x0': 568.6666666666666, 'y1': 862.3333333333333, 'x1': 618.3333333333333, 'y0': 853.6666666666666}}",09/20/2017,['word_4_1190'],['09/20/2017'],,,
18,0893c903-bce0-4ea5-a5a6-1c0134a9ea87,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Originator’s,"{'score': 81, 'text': 'Originator’s', 'distance': 140320.73314978954, 'pos': {'x0': 574.6666666666666, 'y1': 959.3333333333333, 'x1': 624.3333333333333, 'y0': 949.3333333333333}}",02/11/2019,['VALUE_NOT_PRESENT'],['Originator’s'],'DataFrame' object has no attribute 'ENTITY_TYPE','DataFrame' object has no attribute 'ENTITY_TYPE','DataFrame' object has no attribute 'ENTITY_TYPE'
19,08a8ed3b-5050-4414-8e1c-99f84d2b9344,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12/27/2017,"{'score': 88, 'id': 'word_3_1232', 'text': '12/27/2017', 'distance': 140116.843411827, 'pos': {'x0': 583.6666666666666, 'y1': 1236.3333333333333, 'x1': 638, 'y0': 1227.6666666666665}}",12/27/2017,['word_3_1232'],['12/27/2017'],,,
20,092b0267-0e26-4ced-a784-2e6f506d3436,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ol’l/ZQ/Zolg,"{'score': 52, 'id': 'word_3_1150', 'text': 'Ol’l/ZQ/Zolg', 'distance': 140143.9214817317, 'pos': {'x0': 577.3333333333333, 'y1': 1189.6666666666665, 'x1': 675.3333333333333, 'y0': 1166.3333333333333}}",04/20/2018,['word_3_1150'],['Ol’l/ZQ/Zolg'],,,
21,097aebaf-b765-4821-a58b-b82a1560255c,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10/31/2017,"{'score': 86, 'id': 'word_4_1107', 'text': '10/31/2017', 'distance': 140371.92316465726, 'pos': {'x0': 569.6666666666666, 'y1': 889.3333333333333, 'x1': 622.3333333333333, 'y0': 881.3333333333333}}",10/31/2017,['word_4_1107'],['10/31/2017'],,,
22,09fc1e12-8a18-4091-82b8-828b134a8c96,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Michael Earl Tracy,"[{'score': 88, 'id': 'word_266_1463', 'text': 'Michael', 'distance': 140501.20147617956, 'pos': {'x0': 69, 'y1': 1219, 'x1': 104, 'y0': 1211}}, {'score': 83, 'id': 'word_266_1464', 'text': 'Earl', 'distance': 140479.5142164864, 'pos': {'x0': 108.33333333333333, 'y1': 1219, 'x1': 125.66666666666666, 'y0': 1211}}, {'score': 90, 'id': 'word_266_1465', 'text': 'Tracy', 'distance': 140461.51088801672, 'pos': {'x0': 128.66666666666666, 'y1': 1221, 'x1': 154, 'y0': 1211}}]",Michael Earl Tracy,"['word_266_1463', 'word_266_1464', 'word_266_1465']","['Michael', 'Earl', 'Tracy']",,,
23,0a252d2f-c3b3-42ba-90e1-dfe2e45dbdef,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,05/20/2020,"{'pos': {'x0': 364, 'y1': 712.6666666666666, 'x1': 391.66666666666663, 'y0': 701.3333333333333}, 'text': '05/20/2020'}",05/20/2020,['VALUE_NOT_PRESENT'],['05/20/2020'],,,
24,0a68b300-63f1-46f6-82f3-64c774f0eecd,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,01“719\0’/),"{'score': 52, 'id': 'word_3_1491', 'text': '01“719\\0’/)', 'distance': 140140.21845449015, 'pos': {'x0': 576.3333333333333, 'y1': 1181.3333333333333, 'x1': 707.3333333333333, 'y0': 1154}}",09/18/2017,['word_3_1491'],['01“719\\0’/)'],,,
25,0ac82b2b-17ce-4303-9754-853ad5620c9c,LOAN OFFICER SIGNATURE DATE,DATE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3 — [q 1 t K .,"[{'score': 59, 'id': 'word_3_1171', 'text': '3', 'distance': 140063.01219986667, 'pos': {'x0': 633, 'y1': 1285.6666666666665, 'x1': 653, 'y0': 1266.3333333333333}}, {'score': 65, 'id': 'word_3_1157', 'text': '—', 'distance': 140052.0138322624, 'pos': {'x0': 652.6666666666666, 'y1': 1276.6666666666665, 'x1': 666, 'y0': 1273.6666666666665}}, {'score': 53, 'id': 'word_3_1172', 'text': '[q', 'distance': 140038.65381168475, 'pos': {'x0': 671.6666666666666, 'y1': 1283.3333333333333, 'x1': 685.6666666666666, 'y0': 1266}}, {'score': 60, 'id': 'word_3_1158', 'text': '1', 'distance': 140028.60672069437, 'pos': {'x0': 688, 'y1': 1277.3333333333333, 'x1': 697.6666666666666, 'y0': 1272}}, {'score': 23, 'id': 'word_3_1173', 'text': 't', 'distance': 140021.63395743928, 'pos': {'x0': 701.3333333333333, 'y1': 1280, 'x1': 703.6666666666666, 'y0': 1269.6666666666665}}, {'score': 54, 'id': 'word_3_1174', 'text': 'K', 'distance': 140015.36393841056, 'pos': {'x0': 708.3333333333333, 'y1': 1280.6666666666665, 'x1': 717.3333333333333, 'y0': 1266}}, {'score': 50, 'id': 'word_3_1149', 'text': '.', 'distance': 140020.18486116763, 'pos': {'x0': 711.3333333333333, 'y1': 1267.6666666666665, 'x1': 713, 'y0': 1266.6666666666665}}]",03/19/2018,"['word_3_1171', 'word_3_1157', 'word_3_1172', 'word_3_1158', 'word_3_1173', 'word_3_1174', 'word_3_1149']","['3', '—', '[q', '1', 't', 'K', '.']",,,
